gvkey,tic,datadate,fqtr,qtryr,rdq,atqr
187833,FRGI,20141231,4,2014,20150219,357.956
187833,FRGI,20150331,1,2015,20150430,369.918
187833,FRGI,20150630,2,2015,20150730,386.2
187833,FRGI,20150930,3,2015,20151029,399.266
187833,FRGI,20151231,4,2015,20160224,415.645
187855,6840B,20140331,1,2014,20140514,689.5339
187855,6840B,20140630,2,2014,20140814,664.156
187855,6840B,20140930,3,2014,20141110,679.499
187855,6840B,20141231,4,2014,20150330,578.389
187855,6840B,20150331,1,2015,20150513,620.353
187855,6840B,20150630,2,2015,20150812,607.305
187855,6840B,20150930,3,2015,20151116,601.049
187855,6840B,20151231,4,2015,20160330,466.359
187956,MIXX,20140228,2,2014,20140414,20.284
187956,MIXX,20140531,3,2014,20140711,20.128
187956,MIXX,20140831,4,2014,20141128,20.586
187956,MIXX,20141130,1,2015,20150120,20.491
187956,MIXX,20150228,2,2015,20150414,20.145
187956,MIXX,20150531,3,2015,20150720,31.699
187956,MIXX,20150831,4,2015,20151216,22.756
187956,MIXX,20151130,1,2016,20160119,22.282
187959,BCOV,20140331,1,2014,20140430,132.141
187959,BCOV,20140630,2,2014,20140724,127.992
187959,BCOV,20140930,3,2014,20141030,126.262
187959,BCOV,20141231,4,2014,20150205,127.584
187959,BCOV,20150331,1,2015,20150430,124.338
187959,BCOV,20150630,2,2015,20150730,123.671
187959,BCOV,20150930,3,2015,20151029,125.69
187959,BCOV,20151231,4,2015,20160211,127.668
187961,LPI,20140331,1,2014,20140508,3081.582
187961,LPI,20140630,2,2014,20140807,3181.0381
187961,LPI,20140930,3,2014,20141106,3332.9089
187961,LPI,20141231,4,2014,20150226,3932.549
187961,LPI,20150331,1,2015,20150507,4655.023
187961,LPI,20150630,2,2015,20150806,3702.029
187961,LPI,20150930,3,2015,20151105,2832.495
187961,LPI,20151231,4,2015,20160216,1813.287
187969,JIVE,20140331,1,2014,20140506,263.25
187969,JIVE,20140630,2,2014,20140731,256.428
187969,JIVE,20140930,3,2014,20141104,257.9729
187969,JIVE,20141231,4,2014,20150210,262.857
187969,JIVE,20150331,1,2015,20150505,250.524
187969,JIVE,20150630,2,2015,20150804,245.474
187969,JIVE,20150930,3,2015,20151109,236.179
187969,JIVE,20151231,4,2015,20160217,235.145
188155,ANGI.1,20140331,1,2014,20140423,124.29
188155,ANGI.1,20140630,2,2014,20140723,128.38
188155,ANGI.1,20140930,3,2014,20141022,161.047
188155,ANGI.1,20141231,4,2014,20150218,154.538
188155,ANGI.1,20150331,1,2015,20150422,178.788
188155,ANGI.1,20150630,2,2015,20150722,176.108
188155,ANGI.1,20150930,3,2015,20151021,173.247
188155,ANGI.1,20151231,4,2015,20160223,174.873
188157,BV,20140131,3,2013,20140304,317.2339
188157,BV,20140430,4,2013,20140604,327.2698
188157,BV,20140731,1,2014,20140903,317.6958
188157,BV,20141031,2,2014,20141202,308.8408
188157,BV,20150131,3,2014,20150303,348.228
188157,BV,20150430,4,2014,20150610,342.961
188157,BV,20150731,1,2015,20150831,335.976
188157,BV,20151031,2,2015,20151202,334.959
188255,FBHS,20140331,1,2014,20140430,4106.7969
188255,FBHS,20140630,2,2014,20140730,4190.0977
188255,FBHS,20140930,3,2014,20141029,4081.2
188255,FBHS,20141231,4,2014,20150204,4052.9
188255,FBHS,20150331,1,2015,20150430,4085.3
188255,FBHS,20150630,2,2015,20150722,4966.5
188255,FBHS,20150930,3,2015,20151021,5082.2
188255,FBHS,20151231,4,2015,20160203,4878.6
188355,LIQT,20140331,1,2014,20140515,19.243
188355,LIQT,20140630,2,2014,20140812,17.606
188355,LIQT,20140930,3,2014,20141113,33.638
188355,LIQT,20141231,4,2014,20150325,31.426
188355,LIQT,20150331,1,2015,20150514,26.403
188355,LIQT,20150630,2,2015,20150813,26.933
188355,LIQT,20150930,3,2015,20151112,27.566
188355,LIQT,20151231,4,2015,20160323,28.074
188663,SN,20140331,1,2014,20140507,1680.781
188663,SN,20140630,2,2014,20140806,2704.054
188663,SN,20140930,3,2014,20141104,3104.3501
188663,SN,20141231,4,2014,20150302,3075.41
188663,SN,20150331,1,2015,20150506,2475.951
188663,SN,20150630,2,2015,20150810,1935.313
188663,SN,20150930,3,2015,20151109,1532.22
188663,SN,20151231,4,2015,20160225,1542.343
188855,PRSS,20140331,1,2014,20140514,119.55
188855,PRSS,20140630,2,2014,20140812,115.8
188855,PRSS,20140930,3,2014,20141113,109.039
188855,PRSS,20141231,4,2014,20150225,122.485
188855,PRSS,20150331,1,2015,20150512,109.761
188855,PRSS,20150630,2,2015,20150813,92.811
188855,PRSS,20150930,3,2015,20151112,84.466
188855,PRSS,20151231,4,2015,20160223,91.383
188856,TAX,20140131,3,2013,20140313,255.972
188856,TAX,20140430,4,2013,20140618,198.763
188856,TAX,20140731,1,2014,20140828,163.465
188856,TAX,20141031,2,2014,20141208,186.623
188856,TAX,20150131,3,2014,20150305,271.805
188856,TAX,20150430,4,2014,20150618,184.146
188856,TAX,20150731,1,2015,20150828,171.326
188856,TAX,20151031,2,2015,20151209,192.313
189255,LVVV,20140331,1,2014,20140520,0.288
189255,LVVV,20140630,2,2014,20140819,0.599
189255,LVVV,20140930,3,2014,20141114,0.511
189255,LVVV,20141231,4,2014,20150508,0.31
189255,LVVV,20150331,1,2015,20150520,0.358
189255,LVVV,20150630,2,2015,20150819,0.248
189255,LVVV,20150930,3,2015,20151123,0.176
189362,PFND,20140331,1,2014,20140515,0.142
189362,PFND,20140630,2,2014,20140814,0.073
189362,PFND,20140930,3,2014,20141114,0.07
189362,PFND,20141231,4,2014,20150331,0.106
189362,PFND,20150331,1,2015,20150515,0.086
189362,PFND,20150630,2,2015,20150813,0.049
189362,PFND,20150930,3,2015,20151113,0.039
189363,LCDX,20140331,1,2014,20140509,2.213
189457,XCLL,20140331,1,2014,20140514,7.594
189457,XCLL,20140630,2,2014,20140814,5.713
189457,XCLL,20140930,3,2014,20141114,6.122
189457,XCLL,20141231,4,2014,20150408,0.345
189457,XCLL,20150331,1,2015,20150515,0.502
189457,XCLL,20150630,2,2015,20150817,0.659
189457,XCLL,20150930,3,2015,20151120,0.205
189457,XCLL,20151231,4,2015,20160419,0.197
189459,CG,20140331,1,2014,20140430,36348.5
189459,CG,20140630,2,2014,20140730,37512.8984
189459,CG,20140930,3,2014,20141029,37666.3008
189459,CG,20141231,4,2014,20150211,35994.3
189459,CG,20150331,1,2015,20150429,35013.2
189459,CG,20150630,2,2015,20150729,34401.9
189459,CG,20150930,3,2015,20151028,32796.7
189459,CG,20151231,4,2015,20160210,32191
189462,FOGO,20140331,1,2014,,
189462,FOGO,20140630,2,2014,,
189462,FOGO,20140930,3,2014,,
189462,FOGO,20141231,4,2014,20150420,477.169
189462,FOGO,20150331,1,2015,20150619,460.098
189462,FOGO,20150630,2,2015,20150811,470.641
189462,FOGO,20150930,3,2015,20151103,460.453
189462,FOGO,20151231,4,2015,20160315,487.495
189490,XLS,20140331,1,2014,20140502,4758
189490,XLS,20140630,2,2014,20140801,4768
189490,XLS,20140930,3,2014,20141031,4917
189490,XLS,20141231,4,2014,20150227,4878
189490,XLS,20150331,1,2015,20150506,4831
189491,XYL,20140331,1,2014,20140429,4887
189491,XYL,20140630,2,2014,20140729,4900
189491,XYL,20140930,3,2014,20141028,4814
189491,XYL,20141231,4,2014,20150205,4864
189491,XYL,20150331,1,2015,20150430,4620
189491,XYL,20150630,2,2015,20150730,4719
189491,XYL,20150930,3,2015,20151029,4645
189491,XYL,20151231,4,2015,20160204,4657
189516,ACRE,20140331,1,2014,20140507,1257.8608
189516,ACRE,20140630,2,2014,20140806,1421.5879
189516,ACRE,20140930,3,2014,20141110,1402.478
189516,ACRE,20141231,4,2014,20150305,1867.653
189516,ACRE,20150331,1,2015,20150507,1589.781
189516,ACRE,20150630,2,2015,20150730,1544.838
189516,ACRE,20150930,3,2015,20151105,1502.186
189516,ACRE,20151231,4,2015,20160301,1378.982
189517,ENVA,20140331,1,2014,,
189517,ENVA,20140630,2,2014,20141022,727.6128
189517,ENVA,20140930,3,2014,20141114,760.438
189517,ENVA,20141231,4,2014,20150203,760.197
189517,ENVA,20150331,1,2015,20150506,782.553
189517,ENVA,20150630,2,2015,20150805,803.558
189517,ENVA,20150930,3,2015,20151104,820.154
189517,ENVA,20151231,4,2015,20160204,880.87
189557,HPMCF,20140331,1,2014,20140514,93.553
189557,HPMCF,20140630,2,2014,20140804,93.007
189557,HPMCF,20140930,3,2014,20141112,92.754
189557,HPMCF,20141231,4,2014,20150226,1.776
189557,HPMCF,20150331,1,2015,20150514,4.457
189557,HPMCF,20150630,2,2015,20150813,3.825
189557,HPMCF,20150930,3,2015,20151116,3.271
189557,HPMCF,20151231,4,2015,20160226,7.378
189558,HBMK,20140331,1,2014,20140520,20.502
189558,HBMK,20140630,2,2014,20140814,19.871
189558,HBMK,20140930,3,2014,20141114,18.442
189562,EVTI,20140331,1,2014,20140520,0.923
189562,EVTI,20140630,2,2014,20140819,1.049
189562,EVTI,20140930,3,2014,20141119,0.963
189562,EVTI,20141231,4,2014,20150414,0.071
189562,EVTI,20150331,1,2015,20150518,0.076
189562,EVTI,20150630,2,2015,20150819,0.081
189562,EVTI,20150930,3,2015,20151123,0.082
189563,UBIA,20140228,2,2014,20140421,0.24
189563,UBIA,20140531,3,2014,20140721,0.011
189563,UBIA,20140831,4,2014,20151202,0.01
189563,UBIA,20141130,1,2015,20150120,0
189563,UBIA,20150228,2,2015,20150420,0
189563,UBIA,20150531,3,2015,20150720,0
189563,UBIA,20150831,4,2015,20151215,0
189563,UBIA,20151130,1,2016,20160113,0
189567,MN,20140331,1,2014,20140430,245.575
189567,MN,20140630,2,2014,20140730,247.039
189567,MN,20140930,3,2014,20141029,251.286
189567,MN,20141231,4,2014,20150204,257.473
189567,MN,20150331,1,2015,20150429,209.285
189567,MN,20150630,2,2015,20150729,218.79
189567,MN,20150930,3,2015,20151028,210.628
189567,MN,20151231,4,2015,20160203,230.796
189593,5445B,20140331,1,2014,20140512,851.7
189593,5445B,20140630,2,2014,20140806,875
189593,5445B,20140930,3,2014,20141114,902.3999
189597,RACK,20140331,1,2014,20140515,0.392
189598,ALMTF,20140331,2,2014,20140508,37.112
189598,ALMTF,20140630,3,2014,20140826,40.804
189598,ALMTF,20140930,4,2014,20150129,78.564
189598,ALMTF,20141231,1,2015,20150227,74.95
189598,ALMTF,20150331,2,2015,20150527,68.04
189598,ALMTF,20150630,3,2015,20150827,102.416
189598,ALMTF,20150930,4,2015,20160209,87.733
189598,ALMTF,20151231,1,2016,20160229,86.133
189599,BSSP.1,20140331,1,2014,20140520,0.004
189599,BSSP.1,20140630,2,2014,20140814,0.003
189599,BSSP.1,20140930,3,2014,20141113,0.002
189599,BSSP.1,20141231,4,2014,20150331,0.057
189599,BSSP.1,20150331,1,2015,20150515,0.038
189599,BSSP.1,20150630,2,2015,20150817,0.021
189599,BSSP.1,20150930,3,2015,20151123,0.011
189609,SOUL,20140331,1,2014,20140514,0.463
189609,SOUL,20140630,2,2014,20140814,0.449
189609,SOUL,20140930,3,2014,20141113,0.573
189609,SOUL,20141231,4,2014,20150331,0.435
189609,SOUL,20150331,1,2015,20150515,0.51
189609,SOUL,20150630,2,2015,20150814,0.482
189609,SOUL,20150930,3,2015,20151116,0.43
189609,SOUL,20151231,4,2015,20160401,0.46
189757,XELB,20140331,1,2014,20140514,70.532
189757,XELB,20140630,2,2014,20140814,95.125
189757,XELB,20140930,3,2014,20141114,95.987
189757,XELB,20141231,4,2014,20150331,125.741
189757,XELB,20150331,1,2015,20150515,124.458
189757,XELB,20150630,2,2015,20150814,123.564
189757,XELB,20150930,3,2015,20151112,152.439
189757,XELB,20151231,4,2015,20160315,152.126
189860,BLMT,20140331,1,2014,20140423,1168.989
189860,BLMT,20140630,2,2014,20140724,1221.825
189860,BLMT,20140930,3,2014,20141023,1335.717
189860,BLMT,20141231,4,2014,20150212,1425.55
189860,BLMT,20150331,1,2015,20150423,1468.643
189860,BLMT,20150630,2,2015,20150723,1552.052
189860,BLMT,20150930,3,2015,20151022,1692.405
189860,BLMT,20151231,4,2015,20160211,1812.916
189955,GAHC,20140331,1,2014,20140520,1.65
189955,GAHC,20140630,2,2014,20140819,1.658
189955,GAHC,20140930,3,2014,20141118,0.329
189955,GAHC,20141231,4,2014,20150415,0.172
189955,GAHC,20150331,1,2015,20150602,0.27
189955,GAHC,20150630,2,2015,20150819,0.28
189955,GAHC,20150930,3,2015,20151123,0.419
189955,GAHC,20151231,4,2015,20160509,0.397
190262,WDKA,20140331,1,2014,20140610,6.051
190262,WDKA,20140630,2,2014,20140826,5.735
190355,AXGN,20140331,1,2014,20140430,24.568
190355,AXGN,20140630,2,2014,20140804,22.399
190355,AXGN,20140930,3,2014,20141113,20.097
190355,AXGN,20141231,4,2014,20150305,16.401
190355,AXGN,20150331,1,2015,20150505,28.136
190355,AXGN,20150630,2,2015,20150806,25.423
190355,AXGN,20150930,3,2015,20151105,40.913
190355,AXGN,20151231,4,2015,20160229,37.546
190455,GWRE,20140131,2,2014,20140303,716.291
190455,GWRE,20140430,3,2014,20140602,733.708
190455,GWRE,20140731,4,2014,20140902,757.2268
190455,GWRE,20141031,1,2015,20141202,731.782
190455,GWRE,20150131,2,2015,20150302,749.02
190455,GWRE,20150430,3,2015,20150602,770.9
190455,GWRE,20150731,4,2015,20150901,799.947
190455,GWRE,20151031,1,2016,20151201,786.932
190560,CPMMF,20140331,1,2014,20140522,48.32
190560,CPMMF,20140630,2,2014,20140827,50.042
190560,CPMMF,20140930,3,2014,20141114,49.517
190560,CPMMF,20141231,4,2014,20150429,49.154
190560,CPMMF,20150331,1,2015,20150521,48.95
190560,CPMMF,20150630,2,2015,20150820,56.379
190560,CPMMF,20150930,3,2015,20151112,56.53
190560,CPMMF,20151231,4,2015,20160422,55.787
190567,ASBB,20140331,1,2014,20140501,748.0889
190567,ASBB,20140630,2,2014,20140728,754.4958
190567,ASBB,20140930,3,2014,20141031,749.033
190567,ASBB,20141231,4,2014,20150130,760.05
190567,ASBB,20150331,1,2015,20150501,774.42
190567,ASBB,20150630,2,2015,20150731,783.299
190567,ASBB,20150930,3,2015,20151030,797.856
190567,ASBB,20151231,4,2015,20160201,782.853
190572,STAF,20140228,3,2013,20140421,35.389
190572,STAF,20140531,4,2013,20140915,43.685
190572,STAF,20140831,1,2014,20141020,44.121
190572,STAF,20141130,2,2014,20150120,43.202
190572,STAF,20150228,3,2014,20150414,40.566
190572,STAF,20150531,4,2014,20150731,42.332
190572,STAF,20150831,1,2015,20151015,49.208
190572,STAF,20151130,2,2015,20160114,56.489
190573,AGIN,20140331,3,2014,20140520,0.696
190573,AGIN,20140630,4,2014,20141014,0.644
190573,AGIN,20140930,1,2015,20141119,0.587
190573,AGIN,20141231,2,2015,20150223,0.507
190573,AGIN,20150331,3,2015,20150515,0.476
190573,AGIN,20150630,4,2015,20151019,0.451
190573,AGIN,20150930,1,2016,20151112,0.42
190573,AGIN,20151231,2,2016,20160216,0.018
190577,BRNE,20140331,1,2014,20140520,7.497
190577,BRNE,20140630,2,2014,20140819,7.488
190577,BRNE,20140930,3,2014,20141119,7.703
190577,BRNE,20141231,4,2014,20150415,0.531
190577,BRNE,20150331,1,2015,20150519,0.492
190580,CEMP,20140331,1,2014,20140429,84.96
190580,CEMP,20140630,2,2014,20140729,73.468
190580,CEMP,20140930,3,2014,20141029,81.958
190580,CEMP,20141231,4,2014,20150225,105.31
190580,CEMP,20150331,1,2015,20150430,226.341
190580,CEMP,20150630,2,2015,20150729,208.071
190580,CEMP,20150930,3,2015,20151022,186.653
190580,CEMP,20151231,4,2015,20160224,162.139
190590,GNE,20140331,1,2014,20140507,157.465
190590,GNE,20140630,2,2014,20140807,134.713
190590,GNE,20140930,3,2014,20141105,158.831
190590,GNE,20141231,4,2014,20150311,152.928
190590,GNE,20150331,1,2015,20150505,153.608
190590,GNE,20150630,2,2015,20150806,147.611
190590,GNE,20150930,3,2015,20151104,150.229
190590,GNE,20151231,4,2015,20160309,155.815
190856,TNXP,20140331,1,2014,20140513,50.204
190856,TNXP,20140630,2,2014,20140808,45.065
190856,TNXP,20140930,3,2014,20141107,47.328
190856,TNXP,20141231,4,2014,20150227,39.542
190856,TNXP,20150331,1,2015,20150508,60.47
190856,TNXP,20150630,2,2015,20150807,50.928
190856,TNXP,20150930,3,2015,20151106,57.825
190856,TNXP,20151231,4,2015,20160303,47.018
190957,SVNT,20140331,1,2014,20140509,2063.0901
190957,SVNT,20140630,2,2014,20140804,2246.7529
190957,SVNT,20140930,3,2014,20141030,2375.5139
190957,SVNT,20141231,4,2014,20150302,2312.552
190957,SVNT,20150331,1,2015,20150505,2285.305
190957,SVNT,20150630,2,2015,20150729,2107.203
190957,SVNT,20150930,3,2015,20151028,2028.369
190957,SVNT,20151231,4,2015,20160217,1902.618
190959,LMOS,20140331,1,2014,20140506,606.106
190959,LMOS,20140630,2,2014,20140806,612.968
190959,LMOS,20140930,3,2014,20141106,617.127
190959,LMOS,20141231,4,2014,20150304,622.614
190959,LMOS,20150331,1,2015,20150505,648.052
190959,LMOS,20150630,2,2015,20150805,649.993
190959,LMOS,20150930,3,2015,20151102,750.092
190959,LMOS,20151231,4,2015,20160307,745.372
190963,NBHC,20140331,1,2014,20140424,4913.5859
190963,NBHC,20140630,2,2014,20140724,4880.1836
190963,NBHC,20140930,3,2014,20141023,4812.8047
190963,NBHC,20141231,4,2014,20150129,4819.646
190963,NBHC,20150331,1,2015,20150423,4991.05
190963,NBHC,20150630,2,2015,20150723,4777.85
190963,NBHC,20150930,3,2015,20151022,4788.049
190963,NBHC,20151231,4,2015,20160128,4683.908
191255,VAC,20140331,1,2014,20140429,2519
191255,VAC,20140630,2,2014,20140724,2410
191255,VAC,20140930,3,2014,20141016,2347
191255,VAC,20141231,4,2014,20150226,2540
191255,VAC,20150331,1,2015,20150430,2388.869
191255,VAC,20150630,2,2015,20150723,2323.212
191255,VAC,20150930,3,2015,20151015,2527.027
191255,VAC,20151231,4,2015,20160225,2395.026
191956,BKSLF,20140228,4,2013,20140627,18.22
191956,BKSLF,20140531,1,2014,20140730,19.68
191956,BKSLF,20140831,2,2014,20141030,25.137
191956,BKSLF,20141130,3,2014,20150130,24.954
191956,BKSLF,20150228,4,2014,20150629,22.592
191956,BKSLF,20150531,1,2015,20150730,22.816
191956,BKSLF,20150831,2,2015,20151030,20.004
192255,ACHC,20140331,1,2014,20140429,1282.9448
192255,ACHC,20140630,2,2014,20140729,1592.552
192255,ACHC,20140930,3,2014,20141029,2140.468
192255,ACHC,20141231,4,2014,20150211,2223.59
192255,ACHC,20150331,1,2015,20150428,3627.145
192255,ACHC,20150630,2,2015,20150804,3926.385
192255,ACHC,20150930,3,2015,20151103,4145.239
192255,ACHC,20151231,4,2015,20160216,4279.208
192458,TLMR,20140331,1,2014,20140506,5417.1992
192458,TLMR,20140630,2,2014,20140806,5607.6719
192458,TLMR,20140930,3,2014,20141104,5744.168
192458,TLMR,20141231,4,2014,20150130,5870.78
192458,TLMR,20150331,1,2015,20150430,6279.951
192458,TLMR,20150630,2,2015,20150730,6417.623
192458,TLMR,20150930,3,2015,20151028,6504.035
192458,TLMR,20151231,4,2015,20160126,6595.89
192755,EXAD,20140331,1,2014,20150824,3.294
192755,EXAD,20140630,2,2014,,
192755,EXAD,20140930,3,2014,20150824,3.084
192755,EXAD,20141231,4,2014,20150824,3.084
192755,EXAD,20150331,1,2015,20150824,3.084
192755,EXAD,20150630,2,2015,20150825,3.084
192755,EXAD,20150930,3,2015,20151124,3.084
192755,EXAD,20151231,4,2015,20160519,0.055
192856,GEVA,20140331,1,2014,20140430,623.104
192856,GEVA,20140630,2,2014,20140730,593.2349
192856,GEVA,20140930,3,2014,20141030,548.2058
192856,GEVA,20141231,4,2014,20150226,504.203
192856,GEVA,20150331,1,2015,20150429,768.546
193157,INLB,20140331,2,2014,20140515,0.509
193157,INLB,20140630,3,2014,20140814,0.495
193157,INLB,20140930,4,2014,20150109,0.509
193157,INLB,20141231,1,2015,20150220,0.63
193157,INLB,20150331,2,2015,20150519,0.471
193157,INLB,20150630,3,2015,20150812,0.421
193157,INLB,20150930,4,2015,20160304,0.113
193157,INLB,20151231,1,2016,20160328,0.077
193159,CYBFD,20140331,4,2013,20140630,0.403
193159,CYBFD,20140630,1,2014,20140819,0.424
193159,CYBFD,20140930,2,2014,20160907,0.399
193159,CYBFD,20141231,3,2014,20160907,0.397
193159,CYBFD,20150331,4,2014,20160907,0.235
193159,CYBFD,20150630,1,2015,20160907,0.025
193159,CYBFD,20150930,2,2015,20160907,0
193159,CYBFD,20151231,3,2015,20160907,0
193162,SRMMF,20140331,1,2014,20140530,28.694
193162,SRMMF,20140630,2,2014,20140829,30.631
193162,SRMMF,20140930,3,2014,20141128,29.635
193162,SRMMF,20141231,4,2014,20150501,29.059
193162,SRMMF,20150331,1,2015,20150528,28.663
193162,SRMMF,20150630,2,2015,20150827,29.141
193162,SRMMF,20150930,3,2015,20151125,25.635
193162,SRMMF,20151231,4,2015,20160502,23.866
193855,WEBK,20140331,1,2014,20140430,476.1758
193855,WEBK,20140630,2,2014,20140729,494.304
193855,WEBK,20140930,3,2014,20141029,505.637
193855,WEBK,20141231,4,2014,20150203,535.115
193855,WEBK,20150331,1,2015,20150430,543.645
193855,WEBK,20150630,2,2015,20150729,561.928
193855,WEBK,20150930,3,2015,20151029,589.515
193855,WEBK,20151231,4,2015,20160128,621.182
194255,VSTM,20140331,1,2014,20140508,115.726
194255,VSTM,20140630,2,2014,20140807,107.342
194255,VSTM,20140930,3,2014,20141030,97.883
194255,VSTM,20141231,4,2014,20150310,98.649
194255,VSTM,20150331,1,2015,20150511,142.003
194255,VSTM,20150630,2,2015,20150810,135.696
194255,VSTM,20150930,3,2015,20151109,123.666
194255,VSTM,20151231,4,2015,20160303,113.094
194256,WHLR,20140331,1,2014,20140515,125.088
194256,WHLR,20140630,2,2014,20140814,140.152
194256,WHLR,20140930,3,2014,20141113,188.263
194256,WHLR,20141231,4,2014,20150306,200.482
194256,WHLR,20150331,1,2015,20150512,288.004
194256,WHLR,20150630,2,2015,20150810,301.161
194256,WHLR,20150930,3,2015,20151109,339.037
194256,WHLR,20151231,4,2015,20160308,313.97
194355,ECOP,20140331,1,2014,20140515,0.47
194355,ECOP,20140630,2,2014,20140819,1.005
194355,ECOP,20140930,3,2014,20141114,0.848
194355,ECOP,20141231,4,2014,20150415,6.738
194355,ECOP,20150331,1,2015,20150520,7.747
194560,GWIN,20140331,4,2013,20140604,0
194560,GWIN,20140630,1,2014,20140814,0.02
194560,GWIN,20140930,2,2014,20141114,1.063
194560,GWIN,20141231,3,2014,20150204,0.941
194560,GWIN,20150331,4,2014,20150714,0.496
194560,GWIN,20150630,1,2015,20150813,1.644
194560,GWIN,20150930,2,2015,20151116,6.16
194560,GWIN,20151231,3,2015,20160205,7.752
194655,SGBX,20150331,1,2015,20150508,1.584
194655,SGBX,20150630,2,2015,20150819,0.403
194655,SGBX,20150930,3,2015,20160721,0.276
